Word,DominantModality,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,GustatoryStrengthMean,OlfactoryStrengthMean,ModalityExclusivity,POS,spoken,academic,news,magazine,fiction
mute,Auditory,1.523809524,0.095238095,4.952380952,0.0,0.0,0.753623188,Adj,2,14,2,11,24
muttering,Auditory,2.619047619,0.19047619,4.80952381,0.095238095,0.142857143,0.6,Adj,0,0,2,1,5
narrow,Visual,4.857142857,3.095238095,0.523809524,0.095238095,0.095238095,0.549450549,Adj,23,233,31,160,191
noisy,Auditory,1.666666667,0.285714286,4.952380952,0.047619048,0.047619048,0.700680272,Adj,5,20,9,38,33
noxious,Olfactory,2.454545455,0.272727273,0.818181818,2.181818182,3.1,0.320288363,Adj,0,11,2,13,2
nutty,Gustatory,3.571428571,1.476190476,0.333333333,4.952380952,3.0,0.346428571,Adj,1,1,4,0,1
odorous,Olfactory,1.142857143,0.19047619,0.285714286,1.857142857,4.952380952,0.564971751,Adj,0,0,0,1,0
oily,Visual,3.904761905,3.619047619,0.238095238,3.333333333,2.0,0.28,Adj,1,8,2,10,35
oniony,Gustatory,3.428571429,1.238095238,0.19047619,4.952380952,4.523809524,0.332225914,Adj,0,0,0,0,0
open,Visual,4.761904762,3.428571429,1.333333333,0.095238095,0.19047619,0.475728155,Adj,157,973,196,613,839
orange,Visual,4.619047619,1.142857143,0.095238095,2.80952381,2.333333333,0.411255411,Adj,8,45,39,174,152
orangey,Gustatory,4.238095238,1.571428571,0.380952381,4.333333333,3.761904762,0.276666667,Adj,0,0,0,1,0
oval,Visual,4.619047619,3.952380952,0.047619048,0.285714286,0.19047619,0.502617801,Adj,11,23,10,26,27
painful,Haptic,3.857142857,4.619047619,3.333333333,0.80952381,0.761904762,0.288256228,Adj,31,99,23,104,68
palatable,Gustatory,3.470588235,0.764705882,0.235294118,4.823529412,3.647058824,0.354545455,Adj,1,12,3,4,2
pale,Visual,4.952380952,0.285714286,0.238095238,0.333333333,0.095238095,0.822580645,Adj,2,46,11,51,271
patterned,Visual,4.904761905,1.714285714,0.333333333,0.047619048,0.095238095,0.684563758,Adj,1,17,3,7,9
peachy,Gustatory,3.238095238,2.142857143,0.047619048,3.619047619,3.047619048,0.295275591,Adj,0,0,1,0,3
peppery,Gustatory,2.666666667,0.333333333,0.095238095,4.952380952,3.523809524,0.419753086,Adj,0,0,3,3,0
perfumed,Olfactory,0.476190476,0.19047619,0.095238095,2.285714286,4.904761905,0.604790419,Adj,0,1,2,4,5
petite,Visual,4.523809524,2.714285714,0.285714286,0.0,0.0,0.601265823,Adj,1,3,1,12,13
pink,Visual,4.476190476,0.333333333,0.142857143,0.333333333,0.19047619,0.791304348,Adj,5,29,23,170,243
plain,Visual,4.285714286,1.19047619,0.571428571,3.238095238,1.095238095,0.357798165,Adj,11,84,21,111,122
plastic,Visual,4.333333333,4.285714286,1.476190476,0.952380952,1.619047619,0.266917293,Adj,0,0,0,0,0
polished,Visual,4.666666667,3.476190476,0.428571429,0.0,1.857142857,0.447488584,Adj,1,19,8,36,48
popping,Auditory,3.523809524,1.571428571,4.19047619,0.476190476,0.476190476,0.362790698,Adj,0,0,1,5,12
portly,Visual,4.0,2.25,0.333333333,0.833333333,0.916666667,0.44,Adj,0,3,1,1,5
prickly,Haptic,4.142857143,4.904761905,1.19047619,0.952380952,0.285714286,0.402489627,Adj,2,1,1,22,11
puffy,Visual,4.142857143,3.571428571,0.80952381,0.571428571,0.428571429,0.39,Adj,1,3,3,7,27
pulsing,Haptic,4.142857143,4.476190476,3.428571429,0.047619048,0.19047619,0.360465116,Adj,0,0,1,2,5
pungent,Olfactory,1.526315789,0.315789474,0.210526316,2.210526316,4.842105263,0.50867052,Adj,1,5,2,3,18
puny,Visual,4.470588235,2.647058824,0.647058824,0.411764706,0.294117647,0.493055556,Adj,0,7,0,5,7
purple,Visual,5.0,0.047619048,0.19047619,0.142857143,0.095238095,0.904347826,Adj,7,28,15,103,142
purring,Auditory,2.238095238,0.857142857,4.857142857,0.047619048,0.095238095,0.594117647,Adj,0,0,0,0,2
putrid,Olfactory,2.421052632,0.631578947,0.368421053,3.315789474,3.894736842,0.331683168,Adj,0,1,0,0,5
quiet,Auditory,2.095238095,0.095238095,4.952380952,0.047619048,0.095238095,0.673202614,Adj,39,116,54,166,361
radiant,Visual,4.380952381,0.80952381,1.285714286,0.428571429,1.0,0.5,Adj,0,6,0,11,18
rancid,Olfactory,3.095238095,1.571428571,0.857142857,3.238095238,4.19047619,0.257352941,Adj,0,0,2,1,9
raspy,Auditory,2.0,1.176470588,3.647058824,0.529411765,0.647058824,0.389705882,Adj,0,1,1,2,6
raucous,Auditory,3.230769231,0.153846154,4.538461538,0.230769231,0.307692308,0.518181818,Adj,3,7,2,7,7
rectangular,Visual,4.80952381,3.952380952,0.0,0.095238095,0.0,0.543010753,Adj,0,36,1,19,20
red,Visual,4.714285714,0.095238095,0.19047619,0.285714286,0.285714286,0.829059829,Adj,144,456,179,683,787
reddish,Visual,4.7,0.15,0.1,0.2,0.2,0.859813084,Adj,1,8,1,16,16
reeking,Olfactory,1.368421053,0.157894737,0.105263158,2.052631579,4.947368421,0.56097561,Adj,0,0,0,0,2
resounding,Auditory,1.833333333,0.444444444,3.833333333,0.055555556,0.055555556,0.607142857,Adj,2,7,3,6,5
reverberating,Auditory,2.153846154,2.307692308,3.307692308,0.0,0.0,0.425742574,Adj,0,0,0,0,2
rhythmic,Auditory,2.476190476,1.333333333,4.619047619,0.0,0.095238095,0.541899441,Adj,0,56,3,8,15
ripe,Gustatory,4.142857143,3.380952381,0.095238095,4.523809524,3.666666667,0.280120482,Adj,3,47,16,56,27
rippled,Visual,4.25,3.9,2.0,0.5,0.25,0.366972477,Adj,0,0,0,0,5
rippling,Visual,4.631578947,3.473684211,3.0,0.894736842,0.368421053,0.344680851,Adj,0,3,1,4,13
roasted,Gustatory,4.19047619,1.761904762,1.333333333,4.428571429,3.857142857,0.198776758,Adj,0,5,16,35,9
roasting,Visual,4.047619048,2.333333333,1.476190476,3.333333333,3.80952381,0.171428571,Adj,0,2,5,9,7
rotten,Visual,4.095238095,2.571428571,0.19047619,3.285714286,3.952380952,0.277027027,Adj,4,6,3,9,36
rotund,Visual,3.9,2.7,0.2,0.1,0.0,0.565217391,Adj,0,2,0,2,4
rough,Haptic,4.047619048,4.904761905,2.285714286,1.619047619,0.714285714,0.30877193000000003,Adj,36,95,22,103,123
round,Visual,4.476190476,4.380952381,0.238095238,0.19047619,0.0,0.482051282,Adj,24,122,20,139,162
rubbery,Haptic,3.619047619,4.5,1.142857143,2.142857143,2.142857143,0.247803163,Adj,0,1,0,3,7
rumbling,Auditory,2.476190476,1.666666667,4.238095238,0.2,0.238095238,0.457883369,Adj,0,1,0,2,11
rustling,Auditory,3.047619048,2.523809524,4.666666667,0.2,0.55,0.406500542,Adj,0,3,0,0,6
rusty,Visual,4.285714286,3.0,1.142857143,0.666666667,1.571428571,0.339285714,Adj,1,9,2,10,33
salty,Gustatory,1.857142857,0.666666667,0.047619048,4.80952381,1.714285714,0.523560209,Adj,0,4,3,16,18
savory,Gustatory,2.666666667,0.333333333,0.19047619,5.0,3.523809524,0.410569106,Adj,0,0,10,7,3
scaly,Haptic,4.333333333,4.428571429,0.142857143,1.0,0.095238095,0.433333333,Adj,1,1,0,1,16
scented,Olfactory,1.0,0.095238095,0.047619048,2.333333333,4.761904762,0.572254335,Adj,0,0,1,24,3
scentless,Olfactory,1.0,0.19047619,0.19047619,2.380952381,4.428571429,0.51744186,Adj,0,0,0,0,0
scratchy,Haptic,2.857142857,4.142857143,3.285714286,0.047619048,0.095238095,0.392694064,Adj,0,2,2,5,15
scrawny,Visual,4.761904762,2.571428571,0.666666667,0.285714286,0.285714286,0.522222222,Adj,0,0,3,1,17
screaming,Auditory,2.80952381,0.142857143,4.952380952,0.047619048,0.047619048,0.613095238,Adj,7,2,3,12,50
screeching,Auditory,2.333333333,0.333333333,4.952380952,0.095238095,0.238095238,0.610778443,Adj,1,0,0,1,11
searing,Visual,3.666666667,1.866666667,2.2,0.466666667,0.666666667,0.360902256,Adj,1,4,0,11,11
shadowy,Visual,4.714285714,0.285714286,0.285714286,0.142857143,0.142857143,0.820512821,Adj,3,11,2,15,20
shaggy,Visual,4.19047619,4.095238095,0.19047619,0.0,0.142857143,0.486187845,Adj,4,2,0,5,20
shallow,Visual,4.238095238,3.333333333,1.380952381,0.285714286,0.19047619,0.429292929,Adj,7,85,4,94,54
sharp,Haptic,4.428571429,4.571428571,1.047619048,1.19047619,0.333333333,0.366255144,Adj,21,166,37,172,226
sheer,Visual,4.526315789,2.894736842,0.578947368,0.0,0.0,0.565789474,Adj,6,63,17,67,39
shimmering,Visual,4.761904762,0.857142857,0.761904762,0.238095238,0.333333333,0.650684932,Adj,0,12,3,8,33
shiny,Visual,4.952380952,1.857142857,0.095238095,0.047619048,0.047619048,0.700680272,Adj,4,20,7,46,113
short,Visual,4.952380952,3.238095238,0.571428571,0.142857143,0.142857143,0.531578947,Adj,116,723,126,466,416
shrieking,Auditory,2.714285714,0.142857143,4.952380952,0.142857143,0.142857143,0.594117647,Adj,1,1,0,2,8
shrill,Auditory,1.526315789,0.263157895,4.789473684,0.105263158,0.105263158,0.689922481,Adj,2,6,3,7,24
silent,Auditory,1.952380952,0.142857143,5.0,0.095238095,0.0,0.695364238,Adj,24,112,15,85,329
silky,Haptic,3.761904762,4.904761905,0.238095238,0.380952381,0.0,0.528205128,Adj,1,0,3,11,16
silver,Visual,4.571428571,0.666666667,0.047619048,0.238095238,0.333333333,0.772357724,Adj,3,48,10,83,198
skinny,Visual,4.904761905,4.0,0.380952381,0.142857143,0.19047619,0.495049505,Adj,5,4,4,32,69
slick,Visual,3.80952381,3.523809524,1.571428571,0.142857143,0.19047619,0.396907216,Adj,3,8,14,29,37
slimy,Haptic,3.80952381,4.523809524,0.80952381,2.047619048,0.857142857,0.308300395,Adj,0,1,0,6,15
slippery,Haptic,3.857142857,4.619047619,1.476190476,1.285714286,0.476190476,0.353658537,Adj,6,12,1,20,28
slushy,Visual,3.571428571,3.523809524,2.238095238,1.857142857,0.428571429,0.270491803,Adj,0,0,0,2,2
small,Visual,4.952380952,3.666666667,0.428571429,0.0,0.0,0.547368421,Adj,275,2209,334,1673,1294
smelly,Olfactory,1.380952381,0.238095238,0.333333333,1.428571429,5.0,0.568181818,Adj,2,1,1,2,11
smoky,Olfactory,4.523809524,0.476190476,0.666666667,3.333333333,4.571428571,0.301754386,Adj,0,1,5,11,19
smooth,Haptic,4.142857143,4.952380952,1.333333333,1.857142857,0.380952381,0.360902256,Adj,4,63,32,246,145
snarling,Auditory,3.523809524,0.238095238,4.380952381,0.0,0.0,0.538011696,Adj,0,1,1,2,5
snorting,Auditory,2.8,0.3,4.65,0.35,0.35,0.514792899,Adj,0,0,0,4,3
soapy,Visual,3.80952381,3.666666667,0.666666667,1.714285714,3.19047619,0.240875912,Adj,0,0,0,17,8
sodden,Visual,3.666666667,3.555555556,0.388888889,0.111111111,0.722222222,0.421052632,Adj,0,1,0,8,8
soft,Haptic,4.142857143,4.952380952,1.666666667,1.333333333,0.666666667,0.335820896,Adj,48,188,37,265,325
soggy,Haptic,3.952380952,4.285714286,1.238095238,2.047619048,1.19047619,0.243445693,Adj,0,0,2,8,16
solid,Haptic,4.571428571,4.80952381,1.857142857,1.714285714,0.19047619,0.351449275,Adj,31,223,38,207,103
sonorous,Auditory,0.666666667,0.888888889,4.777777778,0.0,0.111111111,0.74137931,Adj,0,2,0,1,3
sore,Haptic,3.19047619,4.285714286,1.047619048,0.095238095,0.095238095,0.480874317,Adj,7,12,5,48,32
soundless,Auditory,1.714285714,0.333333333,4.428571429,0.047619048,0.047619048,0.666666667,Adj,0,1,0,1,1
sour,Gustatory,1.19047619,0.047619048,0.142857143,4.80952381,2.714285714,0.534759358,Adj,3,12,18,34,41
sparkly,Visual,4.571428571,1.285714286,1.19047619,0.19047619,0.142857143,0.6,Adj,0,0,1,7,4
speckled,Visual,4.714285714,1.428571429,0.333333333,0.142857143,0.238095238,0.666666667,Adj,0,2,0,4,9
spicy,Gustatory,1.666666667,0.428571429,0.333333333,5.0,4.238095238,0.4,Adj,0,1,12,26,12
spiky,Haptic,4.523809524,4.857142857,0.666666667,0.80952381,0.142857143,0.428571429,Adj,0,1,1,4,15
spilling,Visual,4.428571429,2.380952381,1.952380952,0.142857143,0.714285714,0.445544554,Adj,0,0,0,1,0
spotless,Visual,5.0,1.761904762,0.095238095,0.1,0.80952381,0.631514408,Adj,0,0,2,1,4
spotted,Visual,4.666666667,1.19047619,0.571428571,0.19047619,0.095238095,0.680851064,Adj,5,25,8,17,8
square,Visual,4.428571429,4.0,0.0,0.047619048,0.0,0.52247191,Adj,21,191,97,159,110
squeaking,Auditory,1.380952381,0.904761905,4.523809524,0.047619048,0.047619048,0.648275862,Adj,0,0,0,2,4
squealing,Auditory,2.047619048,0.19047619,4.666666667,0.0,0.0,0.675862069,Adj,0,0,0,1,5
stagnant,Visual,3.15,1.05,0.4,1.05,3.1,0.314285714,Adj,0,15,5,6,2
stale,Gustatory,3.761904762,2.714285714,0.714285714,4.714285714,3.80952381,0.254545455,Adj,1,2,2,14,24
steep,Visual,4.952380952,2.571428571,0.857142857,0.095238095,0.095238095,0.566666667,Adj,7,29,17,92,35
stenchy,Olfactory,1.904761905,0.19047619,0.333333333,1.523809524,4.904761905,0.532258065,Adj,0,0,0,0,0
sticky,Haptic,3.095238095,4.619047619,0.047619048,2.380952381,0.428571429,0.432432432,Adj,3,13,2,29,36
stinging,Haptic,1.761904762,4.666666667,0.380952381,0.142857143,0.047619048,0.659863946,Adj,1,3,0,10,23
stinky,Olfactory,1.476190476,0.095238095,0.238095238,1.952380952,4.761904762,0.547486034,Adj,0,1,0,4,4
stormy,Visual,4.333333333,0.428571429,4.333333333,0.047619048,1.2,0.414364641,Adj,1,6,7,11,10
straight,Visual,4.904761905,4.0,0.19047619,0.095238095,0.047619048,0.525773196,Adj,55,81,70,193,222
strange,Visual,4.142857143,2.523809524,3.380952381,3.476190476,3.333333333,0.096045198,Adj,61,149,26,133,352
striped,Visual,4.523809524,0.904761905,0.285714286,0.095238095,0.047619048,0.764227642,Adj,0,16,9,13,27
strong,Visual,3.904761905,3.714285714,1.904761905,3.285714286,3.0,0.126506024,Adj,225,1326,179,525,296
sturdy,Haptic,4.142857143,4.19047619,0.761904762,0.285714286,0.238095238,0.410891089,Adj,0,14,5,74,20
sunny,Visual,4.952380952,0.952380952,0.285714286,0.095238095,0.285714286,0.739130435,Adj,7,15,8,85,160
sweaty,Olfactory,3.80952381,3.523809524,0.238095238,1.428571429,4.047619048,0.291970803,Adj,2,10,1,10,49
sweet,Gustatory,2.19047619,0.571428571,1.19047619,4.857142857,3.904761905,0.337078652,Adj,33,56,71,253,263
swift,Visual,4.571428571,1.238095238,2.857142857,0.095238095,0.238095238,0.497354497,Adj,2,26,7,18,18
swinging,Visual,4.428571429,2.666666667,1.571428571,0.095238095,0.095238095,0.489247312,Adj,1,4,1,8,27
tall,Visual,4.904761905,2.714285714,0.19047619,0.0,0.0,0.62804878,Adj,22,74,29,239,368
tangerine,Visual,4.333333333,2.095238095,0.285714286,4.19047619,3.238095238,0.286195286,Adj,0,0,1,6,2
tangy,Gustatory,0.80952381,0.19047619,0.19047619,4.75,3.095238095,0.504611331,Adj,0,0,6,5,0
tapering,Visual,3.4,3.0,0.6,0.2,0.2,0.432432432,Adj,0,5,0,3,2
tarry,Visual,3.882352941,2.411764706,0.0,0.470588235,2.235294118,0.431372549,Adj,0,0,0,0,0
tart,Gustatory,2.421052632,0.842105263,0.105263158,4.157894737,1.894736842,0.430167598,Adj,2,1,13,22,4
tasteless,Gustatory,1.095238095,0.19047619,0.333333333,4.333333333,3.238095238,0.450777202,Adj,0,3,1,5,5
tasty,Gustatory,2.761904762,0.333333333,0.19047619,5.0,3.904761905,0.39453125,Adj,5,5,7,33,12
tender,Haptic,3.0,3.952380952,1.619047619,2.619047619,1.238095238,0.218390805,Adj,1,20,20,113,48
tepid,Haptic,1.0,3.684210526,0.315789474,1.368421053,0.473684211,0.492307692,Adj,1,2,3,9,6
thorny,Haptic,4.428571429,4.904761905,0.761904762,0.761904762,0.238095238,0.420600858,Adj,0,21,5,8,4
thudding,Auditory,2.857142857,2.238095238,4.571428571,0.047619048,0.047619048,0.463414634,Adj,0,0,0,0,3
thumping,Auditory,2.619047619,2.523809524,3.904761905,0.142857143,0.19047619,0.401015228,Adj,0,0,0,1,2
thunderous,Auditory,3.142857143,0.380952381,4.523809524,0.0,0.380952381,0.536723164,Adj,1,3,1,4,7
ticklish,Haptic,2.666666667,4.666666667,1.095238095,0.19047619,0.142857143,0.516304348,Adj,0,0,0,2,1
tight,Haptic,3.904761905,4.142857143,0.714285714,0.0,0.095238095,0.467741935,Adj,28,55,53,126,236
tingly,Haptic,0.9,4.8,0.5,1.15,0.4,0.567741935,Adj,0,0,0,0,0
tinkling,Auditory,1.8,1.5,4.15,0.0,0.2,0.54248366,Adj,0,2,0,3,2
tiny,Visual,4.619047619,3.333333333,0.619047619,0.238095238,0.047619048,0.516129032,Adj,29,108,74,299,424
tough,Haptic,3.380952381,3.761904762,0.571428571,2.142857143,0.142857143,0.361904762,Adj,221,83,80,232,76
translucent,Visual,4.684210526,1.052631579,0.421052632,0.210526316,0.210526316,0.68,Adj,0,7,3,19,35
transparent,Visual,4.80952381,0.619047619,0.25,0.142857143,0.142857143,0.78243513,Adj,7,73,2,41,48
triangular,Visual,4.619047619,3.571428571,0.285714286,0.0,0.0,0.54494382,Adj,0,13,1,12,13
ugly,Visual,5.0,1.666666667,0.857142857,0.714285714,1.142857143,0.456852792,Adj,15,33,25,48,110
uneven,Visual,4.571428571,4.285714286,1.523809524,0.428571429,0.428571429,0.368644068,Adj,0,53,7,18,18
unpalatable,Gustatory,3.529411765,1.352941176,0.235294118,4.764705882,3.705882353,0.333333333,Adj,0,9,0,3,0
unripe,Visual,4.142857143,3.428571429,0.285714286,3.952380952,2.666666667,0.266447368,Adj,0,0,0,3,0
vegetal,Visual,3.909090909,1.454545455,0.181818182,3.272727273,2.6,0.326433121,Adj,0,1,0,0,0
vinegary,Gustatory,1.761904762,0.380952381,0.0,4.952380952,4.19047619,0.438818565,Adj,0,0,0,0,2
vivid,Visual,4.523809524,1.19047619,2.523809524,1.714285714,1.619047619,0.288065844,Adj,5,64,10,46,36
wailing,Auditory,2.85,0.25,4.95,0.15,0.1,0.584337349,Adj,0,0,0,1,2
warbling,Auditory,1.9375,0.8125,3.9375,0.25,0.25,0.513043478,Adj,0,0,0,0,0
warm,Haptic,2.380952381,4.80952381,0.619047619,2.857142857,1.142857143,0.35483871,Adj,18,127,43,271,290
waxy,Haptic,4.0,4.666666667,0.619047619,1.619047619,2.142857143,0.310218978,Adj,0,1,0,9,7
weak,Visual,3.666666667,3.19047619,1.857142857,2.142857143,1.428571429,0.182170543,Adj,32,263,32,129,93
weightless,Haptic,3.047619048,4.285714286,1.238095238,0.285714286,0.142857143,0.46031746,Adj,3,7,1,5,12
wet,Haptic,4.333333333,4.666666667,1.857142857,1.714285714,1.80952381,0.205298013,Adj,15,94,9,100,241
whiffy,Olfactory,0.95,0.2,0.3,1.5,4.9,0.598726115,Adj,0,0,0,0,0
whimpering,Auditory,3.142857143,0.380952381,4.80952381,0.047619048,0.19047619,0.555555556,Adj,0,0,0,1,7
whining,Auditory,2.476190476,0.142857143,4.857142857,0.095238095,0.095238095,0.621118012,Adj,0,1,1,4,7
whispering,Auditory,2.428571429,0.238095238,4.666666667,0.047619048,0.095238095,0.617834395,Adj,0,2,0,1,11
whistling,Auditory,2.047619048,0.285714286,4.952380952,0.095238095,0.095238095,0.649681529,Adj,0,0,0,0,1
white,Visual,4.571428571,0.095238095,0.238095238,0.1,0.142857143,0.869565217,Adj,181,1774,245,1121,1265
wide,Visual,4.80952381,3.666666667,0.476190476,0.285714286,0.142857143,0.497461929,Adj,37,595,66,342,334
wiry,Visual,4.19047619,4.095238095,1.047619048,0.761904762,0.285714286,0.376146789,Adj,0,1,1,8,24
wispy,Visual,4.210526316,3.263157895,1.631578947,0.894736842,0.263157895,0.384615385,Adj,0,1,1,6,14
wizened,Visual,3.1,0.8,2.9,0.1,0.3,0.416666667,Adj,0,0,0,1,5
woolly,Haptic,4.285714286,4.428571429,0.142857143,0.142857143,0.142857143,0.46875,Adj,1,4,1,10,10
yellow,Visual,4.9,0.0,0.15,0.05,0.05,0.951456311,Adj,17,127,25,271,320
abut,Haptic,2.25,3.25,0.5,0.25,0.25,0.461538462,Verb,0,0,0,0,0
accept,Haptic,1.0,1.142857143,1.0,0.0,0.428571429,0.32,Verb,0,0,0,0,0
accomplish,Haptic,2.4,2.8,2.2,1.0,0.8,0.217391304,Verb,15,139,16,46,17
adjoin,Haptic,2.333333333,3.0,0.166666667,0.166666667,0.166666667,0.485714286,Verb,0,0,0,0,0
admit,Auditory,1.666666667,0.166666667,2.833333333,0.0,0.0,0.607142857,Verb,0,0,0,0,0
afford,Visual,1.833333333,1.5,1.0,0.333333333,0.0,0.392857143,Verb,81,148,46,137,79
alienate,Visual,1.166666667,0.166666667,1.166666667,0.0,0.0,0.466666667,Verb,1,22,0,5,1
alter,Haptic,2.166666667,3.833333333,0.0,0.0,0.0,0.638888889,Verb,7,155,9,44,18
annihilate,Haptic,2.5,2.833333333,0.833333333,0.0,0.0,0.459459459,Verb,0,2,0,2,3
annoy,Auditory,2.0,0.666666667,2.666666667,0.166666667,0.666666667,0.405405405,Verb,5,4,2,7,4
appear,Visual,4.2,1.2,1.0,0.0,0.0,0.65625,Verb,0,0,0,0,0
appreciate,Visual,3.6,2.2,2.6,2.2,2.1,0.118110236,Verb,0,0,0,0,0
approach,Visual,3.428571429,1.428571429,1.285714286,0.0,0.285714286,0.533333333,Verb,21,203,11,65,42
arrange,Haptic,3.166666667,4.0,1.166666667,0.166666667,0.166666667,0.442307692,Verb,7,63,6,58,35
arrive,Visual,2.777777778,1.0,1.555555556,0.0,0.555555556,0.471698113,Verb,17,125,21,109,97
ascend,Haptic,1.444444444,2.111111111,0.222222222,0.0,0.0,0.558823529,Verb,1,10,1,11,8
assess,Visual,3.0,2.111111111,1.888888889,0.777777778,0.777777778,0.25974026,Verb,18,638,7,30,5
astonish,Visual,3.272727273,1.0,2.090909091,0.909090909,0.636363636,0.333333333,Verb,0,4,0,2,1
attend,Visual,2.714285714,1.428571429,2.428571429,0.0,0.142857143,0.404255319,Verb,0,0,0,0,0
await,Visual,1.5,0.3,0.7,0.1,0.2,0.5,Verb,1,23,11,8,14
babble,Auditory,1.8,0.8,3.2,0.8,0.6,0.361111111,Verb,0,0,0,0,0
bang,Auditory,2.555555556,3.555555556,4.777777778,0.555555556,0.555555556,0.351851852,Verb,0,0,0,0,0
bark,Auditory,0.428571429,0.571428571,3.714285714,0.0,0.0,0.787878788,Verb,0,0,0,0,0
bear,Haptic,2.142857143,3.0,1.714285714,2.0,1.571428571,0.136986301,Verb,29,204,22,128,114
behold,Visual,3.571428571,1.285714286,0.142857143,0.0,0.0,0.714285714,Verb,0,0,0,0,0
belittle,Visual,2.333333333,0.5,1.5,0.0,0.0,0.538461538,Verb,3,4,1,2,0
beseech,Auditory,2.0,0.6,2.4,0.4,0.8,0.322580645,Verb,0,1,0,1,2
bite,Haptic,0.833333333,2.833333333,0.0,2.666666667,0.333333333,0.425,Verb,0,0,0,0,0
blacken,Haptic,2.5,2.666666667,0.666666667,0.333333333,0.5,0.35,Verb,1,2,0,0,0
blare,Auditory,0.0,0.666666667,4.5,0.0,0.0,0.870967742,Verb,0,0,0,0,0
blast,Haptic,1.833333333,2.333333333,2.0,0.5,0.333333333,0.285714286,Verb,0,0,0,0,0
bolt,Visual,2.777777778,2.333333333,1.888888889,0.0,0.222222222,0.384615385,Verb,1,1,0,2,3
boom,Auditory,1.555555556,1.444444444,4.222222222,0.0,0.111111111,0.575757576,Verb,0,0,0,0,0
border,Haptic,2.0,3.0,0.4,0.2,0.0,0.535714286,Verb,2,20,0,17,1
borrow,Haptic,1.8,3.2,1.0,0.2,0.4,0.454545455,Verb,11,36,18,33,20
box,Haptic,2.0,4.0,0.4,0.0,0.0,0.625,Verb,6,31,3,73,16
brace,Haptic,3.0,4.6,0.6,0.0,0.0,0.56097561,Verb,3,12,1,12,12
breathe,Olfactory,0.0,0.888888889,0.111111111,0.444444444,1.777777778,0.551724138,Verb,0,0,0,0,0
brush,Haptic,0.571428571,4.571428571,0.571428571,0.0,0.0,0.8,Verb,0,0,0,0,0
buzz,Auditory,0.142857143,0.142857143,4.714285714,0.0,0.0,0.942857143,Verb,0,0,0,0,0
cackle,Auditory,0.888888889,0.0,3.888888889,0.0,0.0,0.813953488,Verb,0,0,0,0,0
caress,Haptic,1.166666667,4.833333333,0.333333333,0.0,0.0,0.763157895,Verb,0,0,0,0,0
catch,Haptic,3.0,4.666666667,0.666666667,0.333333333,0.166666667,0.509433962,Verb,0,0,0,0,0
caw,Auditory,0.333333333,0.0,1.333333333,0.0,0.0,0.8,Verb,0,0,0,0,0
change,Visual,2.142857143,1.714285714,0.0,0.0,0.0,0.555555556,Verb,286,1156,143,545,288
chatter,Auditory,0.833333333,1.0,3.333333333,0.0,0.0,0.64516129,Verb,0,0,0,0,0
check,Visual,3.777777778,1.555555556,1.0,0.888888889,0.777777778,0.375,Verb,0,0,0,0,0
chew,Gustatory,0.0,1.2,0.2,4.6,0.4,0.71875,Verb,0,0,0,0,0
chime,Auditory,0.833333333,0.5,4.166666667,0.0,0.0,0.757575758,Verb,0,0,0,0,0
clang,Auditory,0.714285714,0.571428571,4.142857143,0.0,0.0,0.763157895,Verb,0,0,0,0,0
clank,Auditory,0.8,2.6,4.4,0.0,0.0,0.564102564,Verb,0,0,0,0,0
clap,Haptic,1.0,4.272727273,2.545454545,0.0,0.0,0.546511628,Verb,0,0,0,0,0
clatter,Auditory,0.571428571,0.571428571,4.857142857,0.0,0.0,0.80952381,Verb,0,0,0,0,0
clink,Haptic,1.6,2.8,2.4,0.0,0.2,0.4,Verb,0,0,0,0,0
complain,Visual,2.666666667,0.833333333,2.0,0.666666667,0.666666667,0.292682927,Verb,18,41,25,47,24
concentrate,Visual,1.8,0.6,1.4,1.2,1.4,0.1875,Verb,11,110,15,46,62
consider,Auditory,1.666666667,0.166666667,2.333333333,0.166666667,0.166666667,0.481481481,Verb,0,0,0,0,0
contact,Haptic,1.833333333,3.0,1.5,1.0,0.5,0.319148936,Verb,28,278,36,165,51
contemplate,Auditory,1.666666667,0.5,1.833333333,0.333333333,0.333333333,0.321428571,Verb,0,0,0,0,0
contend,Visual,2.4,1.4,1.6,1.4,1.4,0.12195122,Verb,0,93,19,31,3
converge,Visual,2.333333333,1.833333333,0.666666667,0.0,0.0,0.482758621,Verb,0,0,0,0,0
corrupt,Visual,1.666666667,1.666666667,0.0,0.0,0.0,0.5,Verb,0,0,0,0,0
cough,Auditory,0.333333333,1.333333333,2.666666667,1.5,0.5,0.368421053,Verb,1,6,1,8,18
crack,Auditory,2.333333333,2.833333333,3.166666667,0.0,0.0,0.38,Verb,0,0,0,0,0
crackle,Auditory,0.666666667,1.5,4.0,0.0,0.0,0.648648649,Verb,0,0,0,0,0
crash,Haptic,2.818181818,3.272727273,2.181818182,0.0,0.0,0.395604396,Verb,0,0,0,0,0
criticize,Auditory,1.727272727,0.454545455,2.909090909,0.272727273,0.181818182,0.491803279,Verb,26,54,8,16,6
croak,Auditory,1.8,0.6,2.6,0.4,0.8,0.35483871,Verb,0,0,0,0,0
denotate,Auditory,2.0,0.666666667,2.333333333,0.0,0.166666667,0.451612903,Verb,0,0,0,0,0
